N°|Nº Expediente|Número de Decreto|Especialista|Contenido|RUC|Razon Social|Fecha de Creación|Hora de Creación|Fecha del Decreto|Fecha De Aprobacion|Hora De Aprobacion|Estado|Ver Decreto|
2041|00024-2024-TCE|535118|Lita Tumi Carpio|Apersonamiento de tercero|Entidad:20105685875Impugnate:0000000,20554345493|Entidad:UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO Impugnate:CONSORCIO conformado por las empresas COMPUSOFT DATA S.A.C. y CLOUD INFRASTRUCTURE AND TELECOM PERÚ S.A.C.,ITSTK PERU S.A.C.|19/01/2024|14:05:01|19/01/2024|19/01/2024|16:33:46|APROBADO|535118 Ver...|
2041|00024-2024-TCE|535118|Lita Tumi Carpio|Apersonamiento de tercero|Entidad:20105685875Impugnate:0000000,20554345493|Entidad:UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO Impugnate:CONSORCIO conformado por las empresas COMPUSOFT DATA S.A.C. y CLOUD INFRASTRUCTURE AND TELECOM PERÚ S.A.C.,ITSTK PERU S.A.C.|19/01/2024|14:05:01|19/01/2024|19/01/2024|16:33:46|APROBADO|535118 Ver...|
2042|00030-2024-TCE|535119|Lita Tumi Carpio|Remisión a sala por vencto.de plazo, conocimiento al OCI|Entidad:20483997541Impugnate:20600877004|Entidad:GOBIERNO REGIONAL DE PIURA-HOSPITAL DE APOYO I CHULUCANAS Impugnate:MAC FORCE SECURITY PERU SOCIEDAD ANONIMA CERRADA - MAFORSE PERU S.A.C.|19/01/2024|14:08:57|19/01/2024|19/01/2024|16:34:13|APROBADO|535119 Ver...|
2043|02455-2019-TCE|535120|Isabel Alejandra Melgar Romani|Sobrecártese|Entidad:20514347221POSTOR:20453745482,20550520002,20553736804|Entidad:PROGRAMA NACIONAL DE INFRAESTRUCTURA EDUCATIVA UE 108 - PRONIED POSTOR:BBC SERVICIOS DE INGENIERIA S.A.C.,ALVAC S.A. - SUCURSAL DEL PERU,GUAMAR S.A SUCURSAL DEL PERU|19/01/2024|14:18:42|19/01/2024|||REVISION|535120 Ver...|
2044|11408-2023-TCE|535121|Edgard Enrique Cabezas Davila|Resolución|Entidad:20162041291Impugnate:20381450377|Entidad:HOSPITAL DE APOYO DEPARTAMENTAL MARIA AUXILIADORA Impugnate:FRESENIUS KABI PERU S.A.|19/01/2024|14:20:54|19/01/2024|19/01/2024|14:31:56|APROBADO|535121 Ver...|
2045|00096-2024-TCE|535122|Lita Tumi Carpio|Remisión a sala por vencto.de plazo, conocimiento al OCI|Entidad:20602250602Impugnate:20107914995|Entidad:DIRECCION DE REDES INTEGRADAS DE SALUD LIMA CENTRO Impugnate:INMUNOCHEM SAC|19/01/2024|14:22:08|19/01/2024|19/01/2024|16:34:37|APROBADO|535122 Ver...|
2046|09697-2023-TCE|535123|Isabel Alejandra Melgar Romani|Incumplimiento de requerimiento de Fiscalización Posterior|Entidad:20556097055Impugnate:20513253541|Entidad:SERVICIO NACIONAL DE CERTIFICACION AMBIENTAL PARA LAS INVERSIONES SOSTENIBLES Impugnate:CONSORCIO GREEN WORLD, conformado por las empresas AZL CONTRATISTAS GENERALES S.A.C. y GRUPO KHUJAQ TRAVEL TOURS S.R.L.|19/01/2024|14:23:39|19/01/2024|22/01/2024|08:49:19|APROBADO|535123 Ver...|
2047|00096-2024-TCE|535124|Lita Tumi Carpio|Apersonamiento de tercero|Entidad:20602250602Impugnate:20107914995|Entidad:DIRECCION DE REDES INTEGRADAS DE SALUD LIMA CENTRO Impugnate:INMUNOCHEM SAC|19/01/2024|14:26:22|19/01/2024|19/01/2024|16:34:33|APROBADO|535124 Ver...|
2048|03070-2018-TCE|535125|Jocelyne Figueroa Chavez|Tómese conocimiento|Entidad:12452,20600927818POSTOR:20502455606|Entidad:PROCURADURÍA PÚBLICA DEL MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES POSTOR:ALPACA COLOR S.A.C (LOPEZ RIOS LUIS ALFONSO)|19/01/2024|14:27:56|19/01/2024|22/01/2024|10:09:28|APROBADO|535125 Ver...|
2049|00007-2024-TCE|535126|Angie Solis Zevalles|Audiencia pública|Entidad:20168918942Impugnate:20539408543|Entidad:MUNICIPALIDAD DISTRITAL DE JACOBO HUNTER Impugnate:CONSTRUCTORA COSUR E.I.R.L.|19/01/2024|14:29:26|19/01/2024|19/01/2024|19:54:14|APROBADO|535126 Ver...|
2050|01659-2018-TCE|535127|Isabel Alejandra Melgar Romani|Tómese conocimiento|Entidad:20601765226POSTOR:20512685391|Entidad:UNIDAD EJECUTORA 125 PROGRAMA NACIONAL DE INVERSIONES EN SALUD POSTOR:MARCO LOGICO CONSULTORES E.I.R.L.|19/01/2024|14:34:50|19/01/2024|22/01/2024|08:49:09|APROBADO|535127 Ver...|
2051|00007-2024-TCE|535128|Angie Solis Zevalles|Apersonamiento de tercero|Entidad:20168918942Impugnate:20539408543|Entidad:MUNICIPALIDAD DISTRITAL DE JACOBO HUNTER Impugnate:CONSTRUCTORA COSUR E.I.R.L.|19/01/2024|14:35:02|19/01/2024|19/01/2024|19:56:04|APROBADO|535128 Ver...|
2052|00010-2024-TCE|535129|Angie Solis Zevalles|Audiencia pública|Entidad:20606049278Impugnate:20553853355|Entidad:HOSPITAL EMERGENCIA ATE VITARTE Impugnate:SIMED PERU S.A.C.|19/01/2024|14:38:00|19/01/2024|19/01/2024|19:57:13|APROBADO|535129 Ver...|
2053|05313-2022-TCE|535130|Edgard Enrique Cabezas Davila|Resolución|Entidad:20131312955POSTOR:20519325871|Entidad:SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT POSTOR:DYNAMIC BUILDING S.A.C.|19/01/2024|14:39:39|19/01/2024|19/01/2024|14:46:18|APROBADO|535130 Ver...|
2054|10588-2023-TCE|535131|Isabel Alejandra Melgar Romani|Incumplimiento de requerimiento de Fiscalización Posterior|Entidad:20552196725Impugnate:20608071521|Entidad:INSTITUTO NACIONAL DE SALUD DEL NIÑO - SAN BORJA Impugnate:NIMAT MEDICAL S.A.C.|19/01/2024|14:41:42|19/01/2024|22/01/2024|08:48:58|APROBADO|535131 Ver...|
2055|10217-2023-TCE|535132|Isabel Alejandra Melgar Romani|Incumplimiento de requerimiento de Fiscalización Posterior|Entidad:20208070755Impugnate:20486136830|Entidad:MUNICIPALIDAD DISTRITAL DE HUAYLLAHUARA Impugnate:INATEC S.A.C.|19/01/2024|14:45:13|19/01/2024|22/01/2024|10:06:36|APROBADO|535132 Ver...|
2056|12085-2023-TCE|535133|Angie Solis Zevalles|Déjese a consideración de la Sala|Entidad:20132023540Impugnate:20601587361|Entidad:EMPRESA REGIONAL DE SERVICIO PUBLICO DE ELECTRICIDAD ELECTRO NOR MEDIO SA HIDRANDINA Impugnate:ITECHENE PERU S.A.C.|19/01/2024|14:45:29|19/01/2024|19/01/2024|19:57:48|APROBADO|535133 Ver...|
2057|12083-2023-TCE|535134|Angie Solis Zevalles|Déjese a consideración de la Sala|Entidad:20132023540Impugnate:20601587361|Entidad:EMPRESA REGIONAL DE SERVICIO PUBLICO DE ELECTRICIDAD ELECTRO NOR MEDIO SA HIDRANDINA Impugnate:CONSORCIO ITECHENE PERU, conformado por las empresas ITECHENE PERÚ S.A.C. y QINGDAO ITECHENE TECHNOLOGIES CO. LTD.|19/01/2024|14:48:08|19/01/2024|19/01/2024|20:01:59|APROBADO|535134 Ver...|
2058|00008-2024-TCE|535135|Carla Pinedo Prentice|Audiencia pública|Entidad:20131312955Impugnate:20448168817|Entidad:SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT Impugnate:COMERCIALIZADOR ESTRATEGICO E.I.R.L.|19/01/2024|14:48:34|19/01/2024|19/01/2024|19:03:44|APROBADO|535135 Ver...|
2059|11914-2023-TCE|535136|Angie Solis Zevalles|Déjese a consideración de la Sala|Entidad:20166028842Impugnate:20606770112|Entidad:MUNICIPALIDAD PROVINCIAL DE VIRU Impugnate:CONSORCIO ROLANDO, conformado por las empresas METALCIV S.A.C. y GRUPO MARREROS S.A.C.|19/01/2024|14:51:15|19/01/2024|19/01/2024|20:03:16|APROBADO|535136 Ver...|
2060|01908-2015-TCE|535137|Jocelyne Figueroa Chavez|Tómese conocimiento|Entidad:200270POSTOR:20100153671,20137114705|Entidad:GOBIERNO REGIONAL DE AYACUCHO - PROGRAMA REGIONAL DE IRRIGACION Y DESARROLLO RURAL INTEGRADO POSTOR:LAGESA INGENIEROS CONSULTORES S.A.,SERVICIO DE CONSULTORES ANDINOS SOCIEDAD ANONIMA|19/01/2024|14:52:57|19/01/2024|22/01/2024|10:09:49|APROBADO|535137 Ver...|
2061|00012-2024-TCE|535138|Angie Solis Zevalles|Audiencia pública|Entidad:20527147612Impugnate:10410647635|Entidad:GOBIERNO REGIONAL DE CUSCO SEDE CENTRAL Impugnate:CORNEJO CALA DANITZA|19/01/2024|15:05:12|19/01/2024|19/01/2024|20:07:11|APROBADO|535138 Ver...|
2062|10560-2023-TCE|535139|Jocelyne Figueroa Chavez|Tómese conocimiento|Entidad:20551239692Impugnate:20347408108|Entidad:SUPERINTENDENCIA NACIONAL DE MIGRACIONES Impugnate:COMPAÑIA DE SERVICIOS GENERALES A.G.P. S.A.C.|19/01/2024|15:06:19|19/01/2024|22/01/2024|10:09:59|APROBADO|535139 Ver...|
2063|00023-2024-TCE|535140|Angie Solis Zevalles|Audiencia pública|Entidad:20171253544Impugnate:10026473255|Entidad:MUNICIPALIDAD DISTRITAL DE LA ARENA Impugnate:PALACIOS NAVARRO AMERICA|19/01/2024|15:08:11|19/01/2024|19/01/2024|20:08:46|APROBADO|535140 Ver...|
2064|01932-2012-TC|535141|Jocelyne Figueroa Chavez|Remisión a sala|Entidad:002000POSTOR:20534100737|Entidad:SUPERINTENDENCIA NACIONAL DE ADMINISTRACION TRIBUTARIA SUNAT POSTOR:MANEX CONTRATISTAS GENERALES SAC|19/01/2024|15:11:14|19/01/2024|||PENDIENTE|535141 Ver...|
2065|03908-2019-TCE|535142|Angie Solis Zevalles|Déjese a consideración de la Sala|Entidad:20131369124POSTOR:10464972949|Entidad:EJERCITO PERUANO POSTOR:ORTIZ ZULOETA MAYRA FRANSHECA|19/01/2024|15:11:19|19/01/2024|19/01/2024|20:10:00|APROBADO|535142 Ver...|
2066|04638-2018-TCE|535143|Isabel Alejandra Melgar Romani|Sobrecártese|Entidad:20160766191POSTOR:20450324184|Entidad:UNIVERSIDAD NACIONAL SAN MARTIN POSTOR:CONSTRUCTORA PEREZ & PEREZ SAC|19/01/2024|15:16:22|19/01/2024|||REVISION|535143 Ver...|
2067|11100-2023-TCE|535144|Jessica Carmela Palpan Melendez|Estése a lo dispuesto|Entidad:20405186145Impugnate:10420993850|Entidad:GOBIERNO REGIONAL DE MOQUEGUA - TRANSPORTES Impugnate:CONSORCIO CHACALAQUE, conformado por la empresa MAVICOR S.R.L. y la señora YESICA JACKLIN YARASCA HUAMAN|19/01/2024|15:19:35|19/01/2024|||PENDIENTE|535144 Ver...|
2068|11875-2023-TCE|535145|Angie Solis Zevalles|Tómese conocimiento|Entidad:20229995759Impugnate:20452647002|Entidad:MUNICIPALIDAD DISTRITAL DE SAN PEDRO - LUCANAS Impugnate:R & A INGS. CONSTRUCTORES Y CONSULTORES S.A.C.|19/01/2024|15:27:41|19/01/2024|19/01/2024|20:16:44|APROBADO|535145 Ver...|
2069|11947-2023-TCE|535146|Carla Pinedo Prentice|Requerimiento y reiteración de inform.adicional a las partes|Entidad:20479569861Impugnate:10277185534|Entidad:GOBIERNO REGIONAL DE AMAZONAS SEDE CENTRAL Impugnate:CONSORCIO SUPERVISOR CAJARURO, conformado por los señores JULIO CESAR ROMERO CABANILLAS y JOSELITO RIMARACHIN FLORES|19/01/2024|15:41:33|19/01/2024|19/01/2024|19:31:28|APROBADO|535146 Ver...|
2070|00920-2023-TCE|535147|Angie Solis Zevalles|Requerimiento y reiteración de inform.adicional a las partes|Entidad:20146510982POSTOR:10212422229|Entidad:MUNICIPALIDAD DISTRITAL DE SANTA ROSA DE SACCO POSTOR:ARIAS DE BONILLA ISABEL JACINTA|19/01/2024|15:45:03|19/01/2024|19/01/2024|20:18:08|APROBADO|535147 Ver...|
2071|12229-2023-TCE|535148|Carla Pinedo Prentice|Audiencia pública|Entidad:20452393817Impugnate:20508390794|Entidad:GOBIERNO REGIONAL DE ICA SEDE CENTRAL Impugnate:FUMINSAC|19/01/2024|15:46:11|19/01/2024|19/01/2024|19:31:07|APROBADO|535148 Ver...|
2071|12229-2023-TCE|535148|Carla Pinedo Prentice|Audiencia pública|Entidad:20452393817Impugnate:20508390794|Entidad:GOBIERNO REGIONAL DE ICA SEDE CENTRAL Impugnate:FUMINSAC|19/01/2024|15:46:11|19/01/2024|19/01/2024|19:31:07|APROBADO|535148 Ver...|
2072|01554-2019-TCE|535149|Carmen Edith Pacotaype Paredes|Remisión a sala - Descargos|Entidad:20100004675POSTOR:20454612460|Entidad:CORPORACION PERUANA DE AEROPUERTOS Y AVIACION COMERCIAL S.A.- CORPAC POSTOR:STAR BRIGHT E.I.R.L.|19/01/2024|15:47:15|19/01/2024|24/01/2024|16:22:40|APROBADO|535149 Ver...|
2073|02350-2022-TCE|535150|Carmen Edith Pacotaype Paredes|Remisión a sala - Descargos|Entidad:20448626114POSTOR:20605953884|Entidad:CORTE SUPERIOR DE JUSTICIA DE PUNO POSTOR:DISTRIBUIDOR KAERDAJ EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA|19/01/2024|15:47:39|19/01/2024|24/01/2024|16:24:22|APROBADO|535150 Ver...|
2074|04308-2021-TCE|535151|Carmen Edith Pacotaype Paredes|Remisión a sala - Descargos|Entidad:20100027705POSTOR:10422229570,20557232142|Entidad:EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU POSTOR:OLIVARES RIEGA DAVID RICARDO,COENAM S.A.C.|19/01/2024|15:48:07|19/01/2024|||PENDIENTE|535151 Ver...|
2075|04380-2022-TCE|535152|Carmen Edith Pacotaype Paredes|Remisión a sala - Descargos|Entidad:11111111111,20131369124POSTOR:20481368341|Entidad:OCI DEL EJERCITO DEL PERÚ,EJERCITO PERUANO POSTOR:DISTRIBUIDORA FINA SRL|19/01/2024|15:49:07|19/01/2024|24/01/2024|16:33:44|APROBADO|535152 Ver...|
2076|11797-2023-TCE|535153|Carla Pinedo Prentice|Listo para resolver|Entidad:20148092282Impugnate:10251808967|Entidad:UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS Impugnate:ALANOCA ARAGON BERNARDO|19/01/2024|15:49:25|19/01/2024|19/01/2024|19:30:57|APROBADO|535153 Ver...|
2077|04816-2022-TCE|535154|Carmen Edith Pacotaype Paredes|Remisión a sala - Descargos|Entidad:20486020882POSTOR:20487652203|Entidad:GOBIERNO REGIONAL DE HUANCAVELICA Sede Central POSTOR:INVERSIONES ASTON PERU S.A.C.|19/01/2024|15:49:46|19/01/2024|24/01/2024|16:29:59|APROBADO|535154 Ver...|
2078|03070-2018-TCE|535155|Isabel Alejandra Melgar Romani|Sobrecártese|Entidad:12452,20600927818POSTOR:20502455606|Entidad:PROCURADURÍA PÚBLICA DEL MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES,MINISTERIO DE LA MUJER Y POBLACIONES VULNERABLES POSTOR:ALPACA COLOR S.A.C (LOPEZ RIOS LUIS ALFONSO)|19/01/2024|15:50:59|19/01/2024|||REVISION|535155 Ver...|
2079|11969-2023-TCE|535156|Karmen Giuliana Bustamante Barreto|Requerimiento y reiteración de inform.adicional a las partes|Entidad:20163795494Impugnate:20603234279|Entidad:MUNICIPALIDAD DISTRITAL DE VEGUETA Impugnate:AGRIBUSINESS CHEST S.A.C.|19/01/2024|15:52:38|19/01/2024|19/01/2024|19:51:28|APROBADO|535156 Ver...|
2080|12117-2023-TCE|535157|Angie Solis Zevalles|Tómese conocimiento|Entidad:20144329148Impugnate:20537139120|Entidad:INSTITUTO NACIONAL MATERNO PERINATAL Impugnate:DELTALAB PERU S.A.C.|19/01/2024|15:54:01|19/01/2024|19/01/2024|20:18:55|APROBADO|535157 Ver...|
2081|04248-2022-TCE|535158|Karmen Giuliana Bustamante Barreto|Requerimiento y reiteración de inform.adicional a las partes|Entidad:20486021692POSTOR:20509860981|Entidad:GOBIERNO REGIONAL DE JUNIN SEDE CENTRAL POSTOR:PROMOCIONES E INVERSIONES ARCO SOCIEDAD ANONIMA CERRADA - PROMOCIONES E INVERSIONES ARCO S.A.C.|19/01/2024|15:56:52|19/01/2024|19/01/2024|19:51:21|APROBADO|535158 Ver...|
2082|03216-2021-TCE|535159|Angie Solis Zevalles|Audiencia pública|Entidad:20216072155POSTOR:20525075371|Entidad:ORGANISMO SUPERVISOR DE INVERSION PRIVADA EN TELECOMUNICACIONES POSTOR:REDPARTNER PERU S.A.C.|19/01/2024|15:58:03|19/01/2024|19/01/2024|20:20:08|APROBADO|535159 Ver...|
2083|09857-2023-TCE|535160|Isabel Alejandra Melgar Romani|Sobrecártese|Entidad:20496934866Impugnate:20600894821|Entidad:MUNICIPALIDAD DISTRITAL DE MAJES - VILLA EL PEDREGAL Impugnate:CONSORCIO VIAL SAN JUAN EL ALTO, conformado por las empresas NXTGEN SOCIEDAD ANONIMA CERRADA y el OBRETECH S.A.C.|19/01/2024|15:59:23|19/01/2024|||REVISION|535160 Ver...|
2084|07016-2022-TCE|535161|Karmen Giuliana Bustamante Barreto|Dejese sin efecto la remisión a sala|Entidad:20602251641POSTOR:20203348780|Entidad:DIRECCION DE REDES INTEGRADAS DE SALUD LIMA SUR POSTOR:GRAFICA INDUSTRIAL ALARCON S.R.LTDA.|19/01/2024|16:02:27|19/01/2024|19/01/2024|19:51:14|APROBADO|535161 Ver...|
2085|01811-2022-TCE|535162|Pamela Quispe Santos|Inicio del procedimiento sancionador|Entidad:20262221335POSTOR:20448159583,20602738435|Entidad:EMPRESA DE GENERACION ELECTRICA SAN GABAN S.A. POSTOR:INGENIEROS MORGAL SOCIEDAD ANONIMA CERRADA, INGENIEROS CABASSA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA|19/01/2024|16:03:36|19/01/2024|22/01/2024|11:07:11|APROBADO|535162 Ver...|
2086|03904-2019-TCE|535163|Carla Pinedo Prentice|Requerimiento y reiteración de inform.adicional a las partes|Entidad:20131369124POSTOR:10464972949|Entidad:EJÉRCITO PERUANO - 1RA BRIGADA DE CABALLERÍA POSTOR:ORTIZ ZULOETA MAYRA FRANSHECA|19/01/2024|16:06:50|19/01/2024|19/01/2024|19:30:47|APROBADO|535163 Ver...|
2087|03307-2018-TCE|535164|Angie Solis Zevalles|Audiencia pública|Entidad:20174802786POSTOR:20486789558,20541592777|Entidad:MUNICIPALIDAD DISTRITAL DE CANCHAYLLO POSTOR:INVERSION NACIONAL SRL,CORPORACION CIMA S.A.C.|19/01/2024|16:06:58|19/01/2024|19/01/2024|20:20:49|APROBADO|535164 Ver...|
2088|00041-2024-TCE|535165|Karmen Giuliana Bustamante Barreto|Déjese a consideración de la Sala|Entidad:20324454030Impugnate:20525439161|Entidad:MUNICIPALIDAD DISTRITAL DE CANOAS DE PUNTA SAL Impugnate:CONPROVI S.R.L.|19/01/2024|16:09:55|19/01/2024|19/01/2024|19:51:07|APROBADO|535165 Ver...|
2089|02487-2019-TCE|535166|Isabel Alejandra Melgar Romani|Sobrecártese|Entidad:20130534211POSTOR:20428865058|Entidad:MUNICIPALIDAD DISTRITAL DE SAN ISIDRO - LIMA POSTOR:SERVICIOS GRALES SMP-FONBIEPOL SCRL|19/01/2024|16:11:57|19/01/2024|||REVISION|535166 Ver...|
2090|02217-2022-TCE|535167|Carla Pinedo Prentice|Requerimiento y reiteración de inform.adicional a las partes|Entidad:20480776250POSTOR:20600564545|Entidad:POLICÍA NACIONAL DEL PERÚ - II DIRECCIÓN TERRITORIAL CHICLAYO POSTOR:SERGEMADES S.A.C.|19/01/2024|16:12:24|19/01/2024|19/01/2024|19:29:59|APROBADO|535167 Ver...|
2091|03397-2018-TCE|535168|Isabel Alejandra Melgar Romani|Sobrecártese|Entidad:20514347221POSTOR:20352424570|Entidad:PROGRAMA NACIONAL DE INFRAESTRUCTURA EDUCATIVA UE 108 - PRONIED POSTOR:CONTRATISTA ATLAS EIRL|19/01/2024|16:14:17|19/01/2024|||REVISION|535168 Ver...|
2092|03907-2019-TCE|535169|Karmen Giuliana Bustamante Barreto|Déjese a consideración de la Sala|Entidad:20131369124POSTOR:10464972949|Entidad:EJERCITO PERUANO POSTOR:ORTIZ ZULOETA MAYRA FRANSHECA|19/01/2024|16:14:23|19/01/2024|19/01/2024|19:51:02|APROBADO|535169 Ver...|
2093|07132-2021-TCE|535170|Angie Solis Zevalles|Audiencia pública|Entidad:20548776920POSTOR:10442367901,20480686692|Entidad:PROGRAMA NACIONAL DE SANEAMIENTO RURAL POSTOR:SAAVEDRA CHIRINOS JAVIER MICHEL,FLOGAING CONTRATISTAS GENERALES S.A.C.|19/01/2024|16:17:57|19/01/2024|19/01/2024|20:15:38|APROBADO|535170 Ver...|
2094|02206-2020-TCE|535171|Carla Pinedo Prentice|Requerimiento y reiteración de inform.adicional a las partes|Entidad:20204863769POSTOR:20529117290|Entidad:MUNICIPALIDAD DISTRITAL DE CHAVIN DE PARIARCA POSTOR:INVERSIONES GRUPO MARAÑON SOCIEDAD ANONIMA CERRADA|19/01/2024|16:18:53|19/01/2024|19/01/2024|19:29:44|APROBADO|535171 Ver...|
2095|04250-2021-TCE|535172|Angie Solis Zevalles|Audiencia pública|Entidad:20131369477POSTOR:20559757447|Entidad:INSTITUTO TECNOLOGICO DE LA PRODUCCION POSTOR:ZV SERVICIOS GENERALES CORPORATIVOS S.A.C. - SERGECOR S.A.C.|19/01/2024|16:22:07|19/01/2024|19/01/2024|20:12:38|APROBADO|535172 Ver...|
2096|08079-2022-TCE|535173|Karmen Giuliana Bustamante Barreto|Requerimiento y reiteración de inform.adicional a las partes|Entidad:20604932964POSTOR:10105064310|Entidad:AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO - ATU POSTOR:CARRERA TRUJILLO RICHARD VICTOR|19/01/2024|16:22:53|19/01/2024|19/01/2024|19:50:56|APROBADO|535173 Ver...|
2097|01027-2019-TCE|535174|Karmen Giuliana Bustamante Barreto|Tómese conocimiento|Entidad:20131369124POSTOR:20601058503|Entidad:EJERCITO PERUANO POSTOR:EMPRESA DISTRIBUIDORA FULGAS S.R.L.|19/01/2024|16:31:46|19/01/2024|19/01/2024|19:50:51|APROBADO|535174 Ver...|
2098|03911-2019-TCE|535175|Karmen Giuliana Bustamante Barreto|Requerimiento y reiteración de inform.adicional a las partes|Entidad:20131369124POSTOR:10464972949|Entidad:EJÉRCITO PERUANO ? 1RA BRIGADA DE INFANTERÍA ? U/O 0804 POSTOR:ORTIZ ZULOETA MAYRA FRANSHECA|19/01/2024|16:34:49|19/01/2024|19/01/2024|19:50:45|APROBADO|535175 Ver...|
2099|11652-2023-TCE|535176|Karmen Giuliana Bustamante Barreto|Listo para resolver|Entidad:20131366613Impugnate:20502221796|Entidad:MUNICIPALIDAD DISTRITAL DE RIMAC Impugnate:TECNOLOGIAS ECOLOGICAS PRISMA SAC|19/01/2024|16:38:50|19/01/2024|19/01/2024|19:50:06|APROBADO|535176 Ver...|
2100|11858-2023-TCE|535177|Karmen Giuliana Bustamante Barreto|Listo para resolver|Entidad:20125645039Impugnate:20516935317|Entidad:PATRONATO DEL PARQUE DE LAS LEYENDAS - FELIPE BENAVIDES BARREDA Impugnate:GLOBAL SERVICIO INTEGRAL MEDICO SOCIEDAD ANONIMA|19/01/2024|16:41:57|19/01/2024|19/01/2024|19:50:39|APROBADO|535177 Ver...|
2101|11873-2023-TCE|535178|Karmen Giuliana Bustamante Barreto|Listo para resolver|Entidad:20162041291Impugnate:20600225805|Entidad:HOSPITAL DE APOYO DEPARTAMENTAL MARIA AUXILIADORA Impugnate:CORPORACION ALIMENTARIA MAAZ S.A.C. - CORALIMA S.A.C.|19/01/2024|16:46:10|19/01/2024|19/01/2024|19:50:33|APROBADO|535178 Ver...|
2101|11873-2023-TCE|535178|Karmen Giuliana Bustamante Barreto|Listo para resolver|Entidad:20162041291Impugnate:20600225805|Entidad:HOSPITAL DE APOYO DEPARTAMENTAL MARIA AUXILIADORA Impugnate:CORPORACION ALIMENTARIA MAAZ S.A.C. - CORALIMA S.A.C.|19/01/2024|16:46:10|19/01/2024|19/01/2024|19:50:33|APROBADO|535178 Ver...|
2102|01339-2022-TCE|535179|Karmen Giuliana Bustamante Barreto|Déjese a consideración de la Sala|Entidad:20552196725POSTOR:20538597121|Entidad:INSTITUTO NACIONAL DE SALUD DEL NIÑO - SAN BORJA POSTOR:DRAEGER PERU S.A.C.|19/01/2024|16:53:51|19/01/2024|19/01/2024|19:50:28|APROBADO|535179 Ver...|
2103|03911-2019-TCE|535180|Karmen Giuliana Bustamante Barreto|Déjese a consideración de la Sala|Entidad:20131369124POSTOR:10464972949|Entidad:EJÉRCITO PERUANO ? 1RA BRIGADA DE INFANTERÍA ? U/O 0804 POSTOR:ORTIZ ZULOETA MAYRA FRANSHECA|19/01/2024|16:56:41|19/01/2024|19/01/2024|19:50:20|APROBADO|535180 Ver...|
2104|04243-2021-TCE|535181|Carla Pinedo Prentice|Tómese conocimiento|Entidad:20156696596POSTOR:20486960401,20601719437|Entidad:MUNICIPALIDAD PROVINCIAL DE TUMBES POSTOR:CORPORACION DOMINUS SOCIEDAD ANONIMA CERRADA,LTR CONTRATISTAS GENERALES S.R.L.|19/01/2024|16:59:44|19/01/2024|||PENDIENTE|535181 Ver...|
2105|11814-2023-TCE|535182|Karmen Giuliana Bustamante Barreto|Déjese a consideración de la Sala|Entidad:20552196725Impugnate:20471476898|Entidad:INSTITUTO NACIONAL DE SALUD DEL NIÑO - SAN BORJA Impugnate:MULTIMEDICAL SUPPLIES SAC|19/01/2024|17:01:30|19/01/2024|19/01/2024|19:50:13|APROBADO|535182 Ver...|
2106|11936-2023-TCE|535183|Karmen Giuliana Bustamante Barreto|Déjese a consideración de la Sala|Entidad:20166958238Impugnate:10238566288|Entidad:ZONA REGISTRAL N° X SEDE CUSCO Impugnate:ROMAINVILLE YTURRIAGA HILMERD ROBERTO|19/01/2024|17:05:08|19/01/2024|19/01/2024|19:49:44|APROBADO|535183 Ver...|
2107|00293-2024-TCE|535184|Lita Tumi Carpio|Admitido corrase traslado|Entidad:20103795631Impugnate:20528463585|Entidad:EMPRESA REGIONAL DE SERVICIOS PUBLICOS DE ELECTRICIDAD DEL ORIENTE Impugnate:CONSORCIO NOR ORIENTE, conformado por la empresa MULTIVENTAS Y SERVICIOS GENERALES KAJA E.I.R.L. y el señor ANTON DE LA|19/01/2024|17:06:39|19/01/2024|23/01/2024|12:58:25|APROBADO|535184 Ver...|
2108|07686-2022-TCE|535185|Edgard Enrique Cabezas Davila|Resolución|Entidad:20370114952POSTOR:10734790376|Entidad:XI-DIRECCION TERRITORIAL DE POLICIA-AREQUIPA POSTOR:GAMBOA CAPUÑAY YOSELYN MARILYN|19/01/2024|17:32:19|19/01/2024|19/01/2024|17:33:24|APROBADO|535185 Ver...|
2109|01139-2023-TCE|535186|Edgard Enrique Cabezas Davila|Resolución|Entidad:20493998472POSTOR:10449177679|Entidad:GOBIERNO REGIONAL DE LORETO - HOSPITAL DE APOYO SANTA GEMA DE YURIMAGUAS POSTOR:VALLES MACEDO JESSICA DEL CARMEN|19/01/2024|17:36:15|19/01/2024|19/01/2024|17:37:41|APROBADO|535186 Ver...|
